丽华苑,洪山－ 铁机路－ 团结大道1051号,2008年,普通住宅,2室 1厅 1卫,79.8平方米,南北,高层(共18层),19423 元/m²,46.50万,9129元,精装修
丽华苑,洪山－ 铁机路－ 团结大道1051号,2008年,普通住宅,2室 1厅 1卫,72平方米,北,中层(共11层),19861 元/m²,42.90万,8422元,简单装修
丽华苑,洪山－ 铁机路－ 团结大道1051号,2009年,普通住宅,2室 2厅 1卫,86平方米,南,中层(共18层),18372 元/m²,47.40万,9306元,精装修
丽华苑,洪山－ 铁机路－ 团结大道1051号,2008年,普通住宅,2室 2厅 1卫,74平方米,南北,高层(共18层),18243 元/m²,40.50万,7951元,精装修
丽华苑,洪山－ 铁机路－ 团结大道1051号,2008年,普通住宅,2室 2厅 1卫,86平方米,南,高层(共18层),19534 元/m²,50.40万,9895元,精装修
丽华苑,洪山－ 铁机路－ 团结大道1051号,2008年,普通住宅,2室 2厅 1卫,83.6平方米,南北,高层(共18层),18540 元/m²,46.50万,9129元,精装修
丽华苑,洪山－ 铁机路－ 团结大道1051号,2003年,普通住宅,2室 2厅 1卫,85.8平方米,南,低层(共17层),18648 元/m²,48.00万,9423元,精装修
丽华苑,洪山－ 铁机路－ 团结大道1051号,2009年,普通住宅,3室 2厅 1卫,92平方米,南北,中层(共18层),17391 元/m²,48.00万,9423元,精装修
丽华苑,洪山－ 铁机路－ 团结大道1051号,2008年,普通住宅,2室 1厅 1卫,79平方米,南,中层(共11层),22151 元/m²,52.50万,10307元,精装修
丽华苑,洪山－ 铁机路－ 团结大道1051号,2009年,普通住宅,2室 2厅 1卫,87平方米,南北,中层(共15层),18390 元/m²,48.00万,9423元,精装修
丽华苑,洪山－ 铁机路－ 团结大道1051号,2008年,普通住宅,2室 2厅 1卫,83平方米,南,低层(共18层),20481 元/m²,51.00万,10012元,精装修
丽华苑,洪山－ 铁机路－ 团结大道1051号,2008年,普通住宅,2室 2厅 1卫,71.2平方米,南,高层(共11层),18830 元/m²,40.20万,7892元,精装修
丽华苑,洪山－ 铁机路－ 团结大道1051号,2010年,普通住宅,3室 2厅 1卫,92平方米,南北,低层(共18层),18695 元/m²,51.60万,10130元,精装修
丽华苑,洪山－ 铁机路－ 团结大道1051号,2000年,普通住宅,2室 2厅 1卫,75.2平方米,南北,中层(共18层),18617 元/m²,42.00万,8245元,精装修
丽华苑,洪山－ 铁机路－ 团结大道1051号,2008年,普通住宅,2室 2厅 1卫,72平方米,南,低层(共18层),21527 元/m²,46.50万,9129元,精装修
丽华苑,洪山－ 铁机路－ 团结大道1051号,2008年,普通住宅,2室 2厅 1卫,83平方米,南,中层(共18层),19879 元/m²,49.50万,9718元,精装修
丽华苑,洪山－ 铁机路－ 团结大道1051号,2008年,普通住宅,2室 2厅 1卫,86平方米,南,中层(共18层),18488 元/m²,47.70万,9365元,精装修
丽华苑,洪山－ 铁机路－ 团结大道1051号,2007年,普通住宅,2室 2厅 1卫,82.9平方米,南,高层(共18层),18094 元/m²,45.00万,8834元,精装修
丽华苑,洪山－ 铁机路－ 团结大道1051号,2008年,普通住宅,2室 2厅 1卫,80平方米,南,中层(共18层),21125 元/m²,50.70万,9954元,精装修
